archetype,metaRating,height,weight,skillMoves,weakFoot,attributeAcceleration,attributeSprintSpeed,attributePositioning,attributeFinishing,attributeShotPower,attributeLongShots,attributeVolleys,attributePenalties,attributeVision,attributeCrossing,attributeFkAccuracy,attributeShortPassing,attributeLongPassing,attributeCurve,attributeAgility,attributeBalance,attributeReactions,attributeBallControl,attributeDribbling,attributeComposure,attributeInterceptions,attributeHeadingAccuracy,attributeDefensiveAwareness,attributeStandingTackle,attributeSlidingTackle,attributeJumping,attributeStamina,attributeStrength,attributeAggression,Finesse Shot,Chip Shot,Power Shot,Dead Ball,Power Header,Low Driven Shot,Incisive Pass,Pinged Pass,Long Ball Pass,Tiki Taka,Whipped Pass,Jockey,Block,Intercept,Anticipate,Slide Tackle,Bruiser,Technical,Rapid,Flair,First Touch,Trickster,Press Proven,Quick Step,Relentless,Trivela,Acrobatic,Long Throw,Aerial,accelerateType_EXPLOSIVE,accelerateType_MOSTLY_EXPLOSIVE,accelerateType_CONTROLLED_EXPLOSIVE,accelerateType_CONTROLLED,accelerateType_CONTROLLED_LENGTHY,accelerateType_MOSTLY_LENGTHY,accelerateType_LENGTHY,bodytype_Lean Medium,bodytype_Average Medium,bodytype_Stocky Medium,bodytype_Lean Tall,bodytype_Average Tall,bodytype_Stocky Tall,bodytype_Lean Short,bodytype_Average Short,bodytype_Stocky Short,bodytype_Unique
deep_lying_playmaker,84.24525529657113,174,68,5,5,86,83,80,70,92,70,65,65,85,72,70,86,86,70,80,80,89,84,78,86,90,84,91,93,86,92,85,98,98,0,0,1,0,0,0,0,0,2,1,0,0,0,2,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
inside_forward,87.26148000615672,174,64,5,4,95,93,91,93,83,84,73,89,92,88,81,89,81,89,92,89,89,92,94,90,24,78,28,39,35,88,92,67,62,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
advanced_forward,85.00823884649381,174,64,5,4,95,93,91,93,83,84,73,89,92,88,81,89,81,89,92,89,89,92,94,90,24,78,28,39,35,88,92,67,62,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
playmaker,86.81561119545088,182,78,4,4,88,94,89,82,95,91,78,62,91,86,73,92,93,83,83,83,93,93,87,89,87,67,84,89,84,86,95,85,84,0,0,2,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
inside_forward,88.45510482648028,173,64,4,5,94,91,91,92,83,83,75,70,88,88,85,90,88,86,91,90,90,91,90,87,36,64,53,57,61,95,97,80,66,2,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
false_nine,89.22413884883888,173,64,4,5,94,91,91,92,83,83,75,70,88,88,85,90,88,86,91,90,90,91,90,87,36,64,53,57,61,95,97,80,66,2,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
half_winger,87.35724453523189,186,74,4,4,85,93,91,88,96,89,97,91,93,94,96,93,94,97,91,91,93,94,94,92,69,73,71,73,65,95,97,87,81,0,0,1,1,0,0,2,0,1,0,1,0,0,0,0,0,0,2,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
defender,89.20865935867239,189,89,3,4,84,86,60,70,91,81,50,47,54,62,65,92,90,57,88,90,91,80,75,88,90,90,91,91,91,90,88,94,91,0,0,1,0,0,0,0,0,1,0,0,1,2,1,2,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
ball_playing_defender,86.77380071972621,189,89,3,4,84,86,60,70,91,81,50,47,54,62,65,92,90,57,88,90,91,80,75,88,90,90,91,91,91,90,88,94,91,0,0,1,0,0,0,0,0,1,0,0,1,2,1,2,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
stopper,86.46180820947042,189,89,3,4,84,86,60,70,91,81,50,47,54,62,65,92,90,57,88,90,91,80,75,88,90,90,91,91,91,90,88,94,91,0,0,1,0,0,0,0,0,1,0,0,1,2,1,2,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
box_to_box,92.08388531956017,181,74,4,4,86,89,89,83,80,77,81,61,99,99,99,99,99,99,91,83,92,93,91,94,88,78,82,82,83,88,97,81,81,1,0,0,0,0,0,2,1,1,2,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
playmaker,90.43200884174792,181,74,4,4,86,89,89,83,80,77,81,61,99,99,99,99,99,99,91,83,92,93,91,94,88,78,82,82,83,88,97,81,81,1,0,0,0,0,0,2,1,1,2,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
inside_forward,85.80203174485776,167,60,4,4,92,91,92,88,87,88,66,74,91,96,83,88,85,79,95,92,91,88,87,91,69,54,64,64,61,72,94,60,61,2,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
playmaker,86.68120865899007,173,69,5,5,82,83,92,92,87,90,91,90,92,89,90,92,91,90,91,90,91,93,91,93,79,75,61,82,65,85,86,79,71,1,0,0,0,0,0,1,1,0,2,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
wide_playmaker,91.6118920211662,172,72,5,4,94,94,92,90,94,89,84,78,94,89,85,93,89,92,99,99,99,99,99,99,72,87,80,81,73,85,95,77,89,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,0,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
shadow_striker,92.9977807528518,172,72,5,4,94,94,92,90,94,89,84,78,94,89,85,93,89,92,99,99,99,99,99,99,72,87,80,81,73,85,95,77,89,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,0,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
playmaker,90.89474035443347,172,72,5,4,94,94,92,90,94,89,84,78,94,89,85,93,89,92,99,99,99,99,99,99,72,87,80,81,73,85,95,77,89,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,0,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
box_to_box,91.13247553461308,197,80,4,5,88,88,91,89,95,89,85,76,91,87,83,94,91,88,86,88,89,89,89,91,86,88,86,85,83,92,91,92,86,0,0,1,0,0,0,2,0,0,1,0,0,0,1,1,0,2,1,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
deep_lying_playmaker,89.68288429677253,197,80,4,5,88,88,91,89,95,89,85,76,91,87,83,94,91,88,86,88,89,89,89,91,86,88,86,85,83,92,91,92,86,0,0,1,0,0,0,2,0,0,1,0,0,0,1,1,0,2,1,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
holding,90.5458722187631,191,80,5,5,83,91,91,83,93,84,80,74,90,80,65,92,90,77,81,82,90,90,85,89,91,87,88,93,88,95,98,90,87,0,0,1,0,1,0,0,1,0,2,0,0,0,0,0,0,1,0,0,0,2,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
box_to_box,90.63511680062764,191,80,5,5,83,91,91,83,93,84,80,74,90,80,65,92,90,77,81,82,90,90,85,89,91,87,88,93,88,95,98,90,87,0,0,1,0,1,0,0,1,0,2,0,0,0,0,0,0,1,0,0,0,2,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
playmaker,86.68722815683437,191,80,5,5,83,91,91,83,93,84,80,74,90,80,65,92,90,77,81,82,90,90,85,89,91,87,88,93,88,95,98,90,87,0,0,1,0,1,0,0,1,0,2,0,0,0,0,0,0,1,0,0,0,2,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
half_winger,84.67682566855954,176,79,5,5,90,86,90,84,82,86,75,84,92,86,83,92,88,93,87,92,86,93,92,89,80,70,74,80,65,78,84,78,72,1,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
wide_playmaker,84.58168399076577,176,79,5,5,90,86,90,84,82,86,75,84,92,86,83,92,88,93,87,92,86,93,92,89,80,70,74,80,65,78,84,78,72,1,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
playmaker,86.84960733872343,176,79,5,5,90,86,90,84,82,86,75,84,92,86,83,92,88,93,87,92,86,93,92,89,80,70,74,80,65,78,84,78,72,1,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
half_winger,85.73344820284716,175,68,5,5,89,87,88,87,84,82,91,93,91,87,93,91,86,92,99,99,99,99,99,99,41,70,39,36,32,78,81,57,68,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,1,1,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
wide_playmaker,87.6084497229671,175,68,5,5,89,87,88,87,84,82,91,93,91,87,93,91,86,92,99,99,99,99,99,99,41,70,39,36,32,78,81,57,68,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,1,1,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
inside_forward,88.53057393834929,175,74,5,4,96,92,90,89,86,85,82,92,89,82,83,89,86,87,95,94,90,93,96,92,53,68,36,35,28,68,87,72,53,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,1,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
wide_playmaker,87.67509549472622,175,74,5,4,96,92,90,89,86,85,82,92,89,82,83,89,86,87,95,94,90,93,96,92,53,68,36,35,28,68,87,72,53,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,1,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
half_winger,88.37746913809652,183,73,4,5,90,90,93,88,93,94,85,86,90,88,74,95,93,85,84,88,91,92,91,91,83,83,77,81,76,84,95,85,82,1,0,2,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
box_to_box,90.4518801489829,183,73,4,5,90,90,93,88,93,94,85,86,90,88,74,95,93,85,84,88,91,92,91,91,83,83,77,81,76,84,95,85,82,1,0,2,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
playmaker,88.46257820161769,183,79,4,5,81,84,85,81,93,91,87,80,91,86,87,93,94,90,84,85,94,91,86,91,88,80,84,85,83,85,93,83,87,1,0,1,0,0,0,2,2,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
box_to_box,91.15152614958461,183,79,4,5,81,84,85,81,93,91,87,80,91,86,87,93,94,90,84,85,94,91,86,91,88,80,84,85,83,85,93,83,87,1,0,1,0,0,0,2,2,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
deep_lying_playmaker,89.02152015918743,183,79,4,5,81,84,85,81,93,91,87,80,91,86,87,93,94,90,84,85,94,91,86,91,88,80,84,85,83,85,93,83,87,1,0,1,0,0,0,2,2,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
defender,90.54813127490827,191,86,3,3,85,90,56,44,86,56,45,56,54,66,42,80,72,49,72,74,90,84,62,93,90,91,93,95,91,86,84,95,95,0,0,0,0,0,0,0,1,0,0,0,2,1,1,1,0,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
ball_playing_defender,84.22306751737915,191,86,3,3,85,90,56,44,86,56,45,56,54,66,42,80,72,49,72,74,90,84,62,93,90,91,93,95,91,86,84,95,95,0,0,0,0,0,0,0,1,0,0,0,2,1,1,1,0,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
stopper,87.91459283469547,191,86,3,3,85,90,56,44,86,56,45,56,54,66,42,80,72,49,72,74,90,84,62,93,90,91,93,95,91,86,84,95,95,0,0,0,0,0,0,0,1,0,0,0,2,1,1,1,0,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
shadow_striker,82.17141677011819,192,82,4,4,81,86,90,90,94,89,86,93,90,82,70,88,85,74,87,88,88,87,87,85,91,91,87,90,81,89,80,91,82,1,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
box_to_box,83.18565013998857,192,82,4,4,81,86,90,90,94,89,86,93,90,82,70,88,85,74,87,88,88,87,87,85,91,91,87,90,81,89,80,91,82,1,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
playmaker,87.76580364681183,174,66,4,4,91,89,88,80,86,77,77,70,90,78,61,93,88,84,95,93,92,91,89,91,92,76,83,89,81,91,95,87,87,0,0,1,0,0,0,1,2,0,1,0,0,0,0,0,0,0,1,0,0,1,0,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
deep_lying_playmaker,89.32578999235693,174,66,4,4,91,89,88,80,86,77,77,70,90,78,61,93,88,84,95,93,92,91,89,91,92,76,83,89,81,91,95,87,87,0,0,1,0,0,0,1,2,0,1,0,0,0,0,0,0,0,1,0,0,1,0,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
defender,87.97221460764843,190,75,2,4,85,88,54,50,67,50,47,54,85,64,43,91,87,54,75,75,86,85,72,87,91,88,90,92,90,95,85,90,84,0,0,0,0,0,0,0,1,1,0,0,1,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
ball_playing_defender,86.04429473464626,190,75,2,4,85,88,54,50,67,50,47,54,85,64,43,91,87,54,75,75,86,85,72,87,91,88,90,92,90,95,85,90,84,0,0,0,0,0,0,0,1,1,0,0,1,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
stopper,85.31061043811088,190,75,2,4,85,88,54,50,67,50,47,54,85,64,43,91,87,54,75,75,86,85,72,87,91,88,90,92,90,95,85,90,84,0,0,0,0,0,0,0,1,1,0,0,1,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
inside_forward,87.60450781792474,173,74,5,4,95,92,91,94,93,87,88,81,92,85,79,88,81,84,92,87,90,90,95,93,49,89,45,47,45,86,85,83,46,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
inside_forward,87.64175053144405,172,63,4,4,93,92,92,92,84,84,74,70,94,96,63,94,80,82,95,91,88,88,90,88,80,83,80,80,81,88,90,85,65,1,0,0,0,0,0,1,2,1,0,1,1,0,1,1,0,0,1,1,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
wingback,87.34076032805797,172,63,4,4,93,92,92,92,84,84,74,70,94,96,63,94,80,82,95,91,88,88,90,88,80,83,80,80,81,88,90,85,65,1,0,0,0,0,0,1,2,1,0,1,1,0,1,1,0,0,1,1,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
false_nine,86.73055805258905,172,63,4,4,93,92,92,92,84,84,74,70,94,96,63,94,80,82,95,91,88,88,90,88,80,83,80,80,81,88,90,85,65,1,0,0,0,0,0,1,2,1,0,1,1,0,1,1,0,0,1,1,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
wide_midfielder,91.21151229470476,164,60,5,4,95,95,93,91,86,85,91,86,87,93,68,96,90,89,94,99,90,91,95,87,59,68,53,49,52,86,97,84,81,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,2,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
winger,92.00352204452713,164,60,5,4,95,95,93,91,86,85,91,86,87,93,68,96,90,89,94,99,90,91,95,87,59,68,53,49,52,86,97,84,81,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,2,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
wide_playmaker,89.9891727661755,164,60,5,4,95,95,93,91,86,85,91,86,87,93,68,96,90,89,94,99,90,91,95,87,59,68,53,49,52,86,97,84,81,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,2,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
false_nine,89.50659283757953,164,60,5,4,95,95,93,91,86,85,91,86,87,93,68,96,90,89,94,99,90,91,95,87,59,68,53,49,52,86,97,84,81,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,2,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
stopper,83.34585254276587,188,84,3,3,83,85,71,67,88,76,72,75,65,69,83,85,79,64,75,70,88,83,76,84,92,94,93,93,91,88,90,93,90,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
holding,86.45925982309497,176,65,4,4,87,87,91,89,79,75,70,75,94,89,65,96,99,77,87,86,90,92,87,89,89,90,84,84,82,92,92,94,85,0,0,0,0,1,0,0,1,2,0,0,0,0,1,0,1,0,0,0,0,0,0,2,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
box_to_box,89.1267109300934,176,65,4,4,87,87,91,89,79,75,70,75,94,89,65,96,99,77,87,86,90,92,87,89,89,90,84,84,82,92,92,94,85,0,0,0,0,1,0,0,1,2,0,0,0,0,1,0,1,0,0,0,0,0,0,2,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
playmaker,86.29223599273845,176,65,4,4,87,87,91,89,79,75,70,75,94,89,65,96,99,77,87,86,90,92,87,89,89,90,84,84,82,92,92,94,85,0,0,0,0,1,0,0,1,2,0,0,0,0,1,0,1,0,0,0,0,0,0,2,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
winger,89.47278558743015,180,72,5,4,95,90,92,88,89,92,82,84,89,88,79,92,90,91,94,86,89,94,93,88,64,82,85,82,83,80,92,82,67,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,2,0,1,2,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
wide_playmaker,87.83021593551913,180,72,5,4,95,90,92,88,89,92,82,84,89,88,79,92,90,91,94,86,89,94,93,88,64,82,85,82,83,80,92,82,67,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,2,0,1,2,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
playmaker,89.15695177908125,180,72,5,4,95,90,92,88,89,92,82,84,89,88,79,92,90,91,94,86,89,94,93,88,64,82,85,82,83,80,92,82,67,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,2,0,1,2,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
classic_ten,91.88552781867043,170,67,5,4,90,90,89,94,83,88,82,89,99,99,99,99,99,99,89,89,86,95,93,89,57,92,52,92,86,92,92,87,82,1,1,0,0,0,0,2,1,1,1,0,0,0,0,0,0,0,2,0,1,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
false_nine,90.57484379370156,170,67,5,4,90,90,89,94,83,88,82,89,99,99,99,99,99,99,89,89,86,95,93,89,57,92,52,92,86,92,92,87,82,1,1,0,0,0,0,2,1,1,1,0,0,0,0,0,0,0,2,0,1,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
playmaker,91.1435204349027,170,67,5,4,90,90,89,94,83,88,82,89,99,99,99,99,99,99,89,89,86,95,93,89,57,92,52,92,86,92,92,87,82,1,1,0,0,0,0,2,1,1,1,0,0,0,0,0,0,0,2,0,1,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
winger,91.38432400828405,178,71,4,5,96,91,91,92,87,87,85,82,92,90,74,92,82,84,94,91,88,93,94,89,67,62,66,69,64,88,91,75,71,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,0,1,1,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
wide_playmaker,88.86830785197996,178,71,4,5,96,91,91,92,87,87,85,82,92,90,74,92,82,84,94,91,88,93,94,89,67,62,66,69,64,88,91,75,71,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,0,1,1,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
box_to_box,84.90575552754203,182,68,5,4,87,86,83,82,81,82,81,70,91,83,70,92,88,80,90,90,89,92,90,89,88,70,82,88,87,89,93,90,85,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
deep_lying_playmaker,83.83044465230866,182,68,5,4,87,86,83,82,81,82,81,70,91,83,70,92,88,80,90,90,89,92,90,89,88,70,82,88,87,89,93,90,85,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
classic_ten,86.36256723338556,156,48,5,5,86,89,72,75,82,92,77,71,94,82,77,96,96,74,86,94,90,93,94,90,97,55,96,93,83,84,91,81,91,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,2,0,0,0,0,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
holding,86.72267491666445,156,48,5,5,86,89,72,75,82,92,77,71,94,82,77,96,96,74,86,94,90,93,94,90,97,55,96,93,83,84,91,81,91,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,2,0,0,0,0,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
holding,90.02606354286351,182,76,4,4,86,87,53,53,64,55,39,55,91,75,45,96,95,85,86,87,89,88,87,89,91,85,91,92,89,92,88,90,92,0,0,0,0,0,0,0,2,1,1,0,1,0,2,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
stopper,85.32633139415978,182,76,4,4,86,87,53,53,64,55,39,55,91,75,45,96,95,85,86,87,89,88,87,89,91,85,91,92,89,92,88,90,92,0,0,0,0,0,0,0,2,1,1,0,1,0,2,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
falseback,88.09228744155045,182,76,4,4,86,87,53,53,64,55,39,55,91,75,45,96,95,85,86,87,89,88,87,89,91,85,91,92,89,92,88,90,92,0,0,0,0,0,0,0,2,1,1,0,1,0,2,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
inside_forward,88.03562832546635,178,72,4,5,92,92,91,91,87,86,81,91,88,89,86,88,83,87,91,87,90,91,91,87,47,71,71,47,44,81,91,77,77,1,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1,1,1,1,0,2,0,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
half_winger,85.973605424224,178,72,4,5,92,92,91,91,87,86,81,91,88,89,86,88,83,87,91,87,90,91,91,87,47,71,71,47,44,81,91,77,77,1,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1,1,1,1,0,2,0,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
winger,90.8472555737975,178,72,4,5,92,92,91,91,87,86,81,91,88,89,86,88,83,87,91,87,90,91,91,87,47,71,71,47,44,81,91,77,77,1,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1,1,1,1,0,2,0,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
wide_midfielder,84.82269063382833,176,72,3,5,97,93,81,76,82,78,68,64,85,85,55,85,80,90,91,98,84,85,89,83,91,71,91,93,92,83,91,83,83,0,0,0,0,0,0,0,0,0,1,0,2,0,1,1,1,2,0,1,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
attacking_wingback,89.15107653392862,176,72,3,5,97,93,81,76,82,78,68,64,85,85,55,85,80,90,91,98,84,85,89,83,91,71,91,93,92,83,91,83,83,0,0,0,0,0,0,0,0,0,1,0,2,0,1,1,1,2,0,1,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
wingback,90.51835373134132,176,72,3,5,97,93,81,76,82,78,68,64,85,85,55,85,80,90,91,98,84,85,89,83,91,71,91,93,92,83,91,83,83,0,0,0,0,0,0,0,0,0,1,0,2,0,1,1,1,2,0,1,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
